FPS, FrameTime, Latency
90.57, 11.04, 34.00
118.40, 8.45, 34.00
99.12, 10.09, 34.00
116.19, 8.61, 34.00
59.73, 16.74, 34.00
145.21, 6.89, 34.00
87.78, 11.39, 34.00
110.06, 9.09, 34.00
89.87, 11.13, 34.00
104.01, 9.61, 34.00
102.10, 9.79, 34.00
85.55, 11.69, 34.00
48.39, 20.67, 34.00
96.61, 10.35, 34.00
88.60, 11.29, 34.00
92.35, 10.83, 34.00
69.27, 14.44, 34.00
112.21, 8.91, 34.00
86.96, 11.50, 34.00
107.10, 9.34, 34.00
100.26, 9.97, 34.00
72.60, 13.77, 34.00
118.73, 8.42, 34.00
61.81, 16.18, 34.00
118.16, 8.46, 34.00
100.17, 9.98, 34.00
111.56, 8.96, 34.00
77.93, 12.83, 34.00
90.80, 11.01, 34.00
86.65, 11.54, 34.00
111.17, 9.00, 34.00
103.61, 9.65, 34.00
71.82, 13.92, 34.00
130.16, 7.68, 34.00
84.84, 11.79, 34.00
122.63, 8.15, 34.00
90.62, 11.03, 34.00
123.45, 8.10, 34.00
125.12, 7.99, 34.00
94.57, 10.57, 34.00
176.83, 5.66, 34.00
86.19, 11.60, 34.00
125.38, 7.98, 34.00
109.01, 9.17, 34.00
117.09, 8.54, 34.00
75.32, 13.28, 34.00
109.76, 9.11, 34.00
131.35, 7.61, 34.00
84.36, 11.85, 34.00
54.80, 18.25, 34.00
119.29, 8.38, 34.00
91.52, 10.93, 34.00
101.56, 9.85, 34.00
84.82, 11.79, 34.00
121.32, 8.24, 34.00
93.66, 10.68, 34.00
139.21, 7.18, 34.00
90.09, 11.10, 34.00
93.86, 10.65, 34.00
89.84, 11.13, 34.00
90.49, 11.05, 34.00
102.99, 9.71, 34.00
98.83, 10.12, 34.00
93.98, 10.64, 34.00
99.15, 10.09, 34.00
89.76, 11.14, 34.00
72.66, 13.76, 34.00
99.25, 10.08, 34.00
71.39, 14.01, 34.00
120.27, 8.31, 34.00
106.64, 9.38, 34.00
123.53, 8.10, 34.00
117.57, 8.51, 34.00
94.80, 10.55, 34.00
109.05, 9.17, 34.00
131.76, 7.59, 34.00
66.98, 14.93, 34.00
132.49, 7.55, 34.00
95.02, 10.52, 34.00
119.96, 8.34, 34.00
102.73, 9.73, 34.00
135.51, 7.38, 34.00
86.01, 11.63, 34.00
136.83, 7.31, 34.00
59.53, 16.80, 34.00
119.12, 8.40, 34.00
117.31, 8.52, 34.00
63.42, 15.77, 34.00
113.25, 8.83, 34.00
86.48, 11.56, 34.00
80.92, 12.36, 34.00
91.72, 10.90, 34.00
101.43, 9.86, 34.00
63.48, 15.75, 34.00
134.95, 7.41, 34.00
75.37, 13.27, 34.00
211.13, 4.74, 34.00
102.50, 9.76, 34.00
89.31, 11.20, 34.00
124.21, 8.05, 34.00
97.35, 10.27, 34.00
80.14, 12.48, 34.00
120.50, 8.30, 34.00
104.47, 9.57, 34.00
150.84, 6.63, 34.00
