FPS, FrameTime, Latency
109.32, 9.15, 34.00
97.02, 10.31, 34.00
104.38, 9.58, 34.00
108.71, 9.20, 34.00
75.48, 13.25, 34.00
98.40, 10.16, 34.00
118.34, 8.45, 34.00
86.63, 11.54, 34.00
127.82, 7.82, 34.00
77.46, 12.91, 34.00
138.22, 7.23, 34.00
122.03, 8.19, 34.00
96.23, 10.39, 34.00
90.40, 11.06, 34.00
185.39, 5.39, 34.00
79.55, 12.57, 34.00
105.94, 9.44, 34.00
77.48, 12.91, 34.00
101.38, 9.86, 34.00
111.59, 8.96, 34.00
66.91, 14.95, 34.00
94.28, 10.61, 34.00
131.69, 7.59, 34.00
94.02, 10.64, 34.00
85.19, 11.74, 34.00
86.67, 11.54, 34.00
94.65, 10.57, 34.00
103.14, 9.70, 34.00
97.12, 10.30, 34.00
73.91, 13.53, 34.00
121.16, 8.25, 34.00
80.74, 12.39, 34.00
99.11, 10.09, 34.00
93.99, 10.64, 34.00
72.86, 13.72, 34.00
96.52, 10.36, 34.00
117.00, 8.55, 34.00
78.99, 12.66, 34.00
118.46, 8.44, 34.00
121.52, 8.23, 34.00
85.22, 11.73, 34.00
98.54, 10.15, 34.00
74.42, 13.44, 34.00
96.65, 10.35, 34.00
112.66, 8.88, 34.00
58.09, 17.21, 34.00
171.18, 5.84, 34.00
72.87, 13.72, 34.00
156.75, 6.38, 34.00
102.34, 9.77, 34.00
87.31, 11.45, 34.00
66.80, 14.97, 34.00
142.60, 7.01, 34.00
102.01, 9.80, 34.00
80.62, 12.40, 34.00
78.07, 12.81, 34.00
124.29, 8.05, 34.00
87.58, 11.42, 34.00
99.62, 10.04, 34.00
99.88, 10.01, 34.00
87.60, 11.42, 34.00
146.27, 6.84, 34.00
93.11, 10.74, 34.00
108.85, 9.19, 34.00
136.94, 7.30, 34.00
137.35, 7.28, 34.00
135.93, 7.36, 34.00
143.02, 6.99, 34.00
82.60, 12.11, 34.00
190.59, 5.25, 34.00
90.09, 11.10, 34.00
114.39, 8.74, 34.00
100.94, 9.91, 34.00
175.10, 5.71, 34.00
119.18, 8.39, 34.00
117.34, 8.52, 34.00
138.63, 7.21, 34.00
145.67, 6.86, 34.00
124.74, 8.02, 34.00
75.54, 13.24, 34.00
122.03, 8.19, 34.00
134.16, 7.45, 34.00
150.03, 6.67, 34.00
93.83, 10.66, 34.00
121.97, 8.20, 34.00
181.77, 5.50, 34.00
104.21, 9.60, 34.00
94.58, 10.57, 34.00
143.06, 6.99, 34.00
97.56, 10.25, 34.00
82.51, 12.12, 34.00
151.29, 6.61, 34.00
80.67, 12.40, 34.00
79.55, 12.57, 34.00
130.49, 7.66, 34.00
117.32, 8.52, 34.00
86.82, 11.52, 34.00
146.03, 6.85, 34.00
69.12, 14.47, 34.00
101.41, 9.86, 34.00
119.44, 8.37, 34.00
93.26, 10.72, 34.00
79.95, 12.51, 34.00
119.10, 8.40, 34.00
76.65, 13.05, 34.00
115.27, 8.68, 34.00
87.89, 11.38, 34.00
202.24, 4.94, 34.00
89.74, 11.14, 34.00
121.74, 8.21, 34.00
118.78, 8.42, 34.00
114.86, 8.71, 34.00
141.14, 7.09, 34.00
95.10, 10.52, 34.00
134.08, 7.46, 34.00
97.47, 10.26, 34.00
155.78, 6.42, 34.00
78.16, 12.79, 34.00
114.93, 8.70, 34.00
103.53, 9.66, 34.00
97.91, 10.21, 34.00
114.67, 8.72, 34.00
140.25, 7.13, 34.00
111.79, 8.94, 34.00
104.25, 9.59, 34.00
126.78, 7.89, 34.00
149.35, 6.70, 34.00
109.41, 9.14, 34.00
103.93, 9.62, 34.00
108.44, 9.22, 34.00
130.28, 7.68, 34.00
103.00, 9.71, 34.00
140.28, 7.13, 34.00
119.15, 8.39, 34.00
182.65, 5.47, 34.00
136.38, 7.33, 34.00
111.38, 8.98, 34.00
140.08, 7.14, 34.00
118.05, 8.47, 34.00
149.56, 6.69, 34.00
151.83, 6.59, 34.00
116.01, 8.62, 34.00
123.09, 8.12, 34.00
130.13, 7.68, 34.00
164.90, 6.06, 34.00
125.56, 7.96, 34.00
120.29, 8.31, 34.00
96.65, 10.35, 34.00
104.89, 9.53, 34.00
113.78, 8.79, 34.00
108.32, 9.23, 34.00
81.57, 12.26, 34.00
84.44, 11.84, 34.00
124.13, 8.06, 34.00
87.75, 11.40, 34.00
105.32, 9.50, 34.00
97.42, 10.27, 34.00
80.35, 12.45, 34.00
134.73, 7.42, 34.00
81.68, 12.24, 34.00
80.68, 12.39, 34.00
116.11, 8.61, 34.00
90.86, 11.01, 34.00
114.23, 8.75, 34.00
124.47, 8.03, 34.00
96.34, 10.38, 34.00
106.82, 9.36, 34.00
69.02, 14.49, 34.00
95.98, 10.42, 34.00
93.67, 10.68, 34.00
109.25, 9.15, 34.00
58.22, 17.18, 34.00
98.47, 10.16, 34.00
91.20, 10.97, 34.00
107.16, 9.33, 34.00
136.22, 7.34, 34.00
118.87, 8.41, 34.00
91.03, 10.98, 34.00
85.68, 11.67, 34.00
115.57, 8.65, 34.00
85.71, 11.67, 34.00
84.49, 11.84, 34.00
114.16, 8.76, 34.00
126.37, 7.91, 34.00
116.81, 8.56, 34.00
156.25, 6.40, 34.00
118.83, 8.42, 34.00
110.92, 9.02, 34.00
187.22, 5.34, 34.00
105.70, 9.46, 34.00
163.12, 6.13, 34.00
145.84, 6.86, 34.00
136.62, 7.32, 34.00
115.04, 8.69, 34.00
97.10, 10.30, 34.00
155.84, 6.42, 34.00
172.92, 5.78, 34.00
122.69, 8.15, 34.00
128.10, 7.81, 34.00
138.93, 7.20, 34.00
113.22, 8.83, 34.00
206.83, 4.83, 34.00
113.30, 8.83, 34.00
122.62, 8.15, 34.00
164.34, 6.09, 34.00
129.42, 7.73, 34.00
126.69, 7.89, 34.00
140.68, 7.11, 34.00
120.40, 8.31, 34.00
124.33, 8.04, 34.00
157.45, 6.35, 34.00
135.74, 7.37, 34.00
89.70, 11.15, 34.00
173.45, 5.77, 34.00
103.32, 9.68, 34.00
142.51, 7.02, 34.00
130.42, 7.67, 34.00
145.02, 6.90, 34.00
117.31, 8.52, 34.00
180.65, 5.54, 34.00
130.70, 7.65, 34.00
113.08, 8.84, 34.00
141.82, 7.05, 34.00
113.80, 8.79, 34.00
175.90, 5.69, 34.00
101.22, 9.88, 34.00
159.38, 6.27, 34.00
121.04, 8.26, 34.00
129.56, 7.72, 34.00
140.85, 7.10, 34.00
129.76, 7.71, 34.00
172.91, 5.78, 34.00
129.46, 7.72, 34.00
119.79, 8.35, 34.00
123.20, 8.12, 34.00
115.06, 8.69, 34.00
106.63, 9.38, 34.00
110.27, 9.07, 34.00
101.73, 9.83, 34.00
107.97, 9.26, 34.00
193.02, 5.18, 34.00
115.61, 8.65, 34.00
125.30, 7.98, 34.00
103.07, 9.70, 34.00
139.23, 7.18, 34.00
116.42, 8.59, 34.00
116.80, 8.56, 34.00
100.68, 9.93, 34.00
150.42, 6.65, 34.00
136.43, 7.33, 34.00
104.68, 9.55, 34.00
142.53, 7.02, 34.00
124.60, 8.03, 34.00
113.62, 8.80, 34.00
137.96, 7.25, 34.00
122.95, 8.13, 34.00
145.51, 6.87, 34.00
93.07, 10.74, 34.00
143.03, 6.99, 34.00
120.92, 8.27, 34.00
123.63, 8.09, 34.00
102.17, 9.79, 34.00
148.82, 6.72, 34.00
96.07, 10.41, 34.00
146.89, 6.81, 34.00
115.65, 8.65, 34.00
123.55, 8.09, 34.00
142.50, 7.02, 34.00
116.58, 8.58, 34.00
